count1,count1percentage,count2,count2percentage,count3,count3percentage,count4,count4percentage,count5,count5percentage
2553,14.75381414701803,5082,29.368932038834952,3259,18.833795654184005,1902,10.991678224687933,4508,26.051779935275082
